pmid,keywords,used_query,rank,result_protocol_id,result_title,is_confirmed_target
33114549,transcription factor thermophile,transcription factor,1,322451,Identifying direct TARGETs of transcription factors in wheat,False
33114549,transcription factor thermophile,transcription factor,2,9451,CUT&RUN: Targeted in situ genome-wide profiling with high efficiency for low cell numbers,False
33114549,transcription factor thermophile,transcription factor,3,318907,ExpressPath: RNA-seq Time Course Analysis Protocol,False
33114549,transcription factor thermophile,transcription factor,4,318304,Bulk TF ORF screen for regulators of TOX in primary human CD8+ T cells,False
33114549,transcription factor thermophile,transcription factor,5,40314,CUT&Tag Data Processing and Analysis Tutorial,False
33114549,transcription factor thermophile,transcription factor,6,5376,Code: Discovery of regulatory motifs in Labyrinthulomycete genomes,False
33114549,transcription factor thermophile,transcription factor,7,8233,microarray analysis,False
33114549,transcription factor thermophile,transcription factor,8,11690,"Protocol to accompany paper entitled ""Alternative splicing of helicase-like transcription factor (Hltf): Intron retention-dependent activation of immune tolerance at the feto-maternal interface""",False
33114549,transcription factor thermophile,transcription factor,9,13224,Pi-ATAC,False
33114549,transcription factor thermophile,transcription factor,10,16328,immunehistochemistry and transcriptomic analysis of iodine and breast cancer,False
33970926,toddler footwear gait,toddler,1,42534,Latent class analyses on attendance of toddler safety promotion intervention,False
33970926,toddler footwear gait,toddler,2,45989,"Understanding the impact of sole soled footwear on toddler spatial, temporal and kinetic gait parameters.",True
32333689,dental enamel isotope,dental enamel,1,20237,Chromatographic separation of neodymium isotopes in human dental enamel for Thermal Ionisation Mass Spectrometry (TIMS) analysis,False
32333689,dental enamel isotope,dental enamel,2,24517,Chromatographic separation of strontium isotopes in human dental enamel for Thermal Ionisation Mass Spectrometry (TIMS) analysis,True
32333689,dental enamel isotope,dental enamel,3,86456,Protein Extraction from Dental Enamel,False
39251619,Malassezia staining,Malassezia,1,17455,Modified Dixon’s Agar (Heitman Lab),False
39251619,Malassezia staining,Malassezia,2,17456,Modified Leeming and Notman Agar,False
39251619,Malassezia staining,Malassezia,3,17457,Sabouroud’s Dextrose Agar,False
39251619,Malassezia staining,Malassezia,4,17458,CHROMagar Malassezia Medium (CHROM),False
39251619,Malassezia staining,Malassezia,5,17459,Cremophor EL agar (EL slant),False
39251619,Malassezia staining,Malassezia,6,17460,Tween 60-esculin Agar (TE slant),False
39251619,Malassezia staining,Malassezia,7,40450,Malassezia culture on modified Dixon media,False
28346450,crosslinking mass spectrometry RNA protein,crosslinking mass spectrometry,1,318475,X-PIE modeling,False
28346450,crosslinking mass spectrometry RNA protein,crosslinking mass spectrometry,2,318639,X-PIE curation,False
32854500,fluorescence calibration flow cytometry,fluorescence calibration,1,319210,Cross-Calibration: Assignment of instrument-specific fluorescence standard units to multi-peak rainbow beads,False
32854500,fluorescence calibration flow cytometry,fluorescence calibration,2,22982,iGEM Calibration Protocol - Flow Cytometry Cell Size,False
32854500,fluorescence calibration flow cytometry,fluorescence calibration,3,26020,iGEM Calibration Protocol - Flow Cytometry Cell Size,False
32854500,fluorescence calibration flow cytometry,fluorescence calibration,4,27409,Calibration Protocol - Plate Reader Fluorescence Calibration,True
32854500,fluorescence calibration flow cytometry,fluorescence calibration,5,38552,FCMPASS - Fluorescence calibration,False
32854500,fluorescence calibration flow cytometry,fluorescence calibration,6,44594,Small-Volume Flow Cytometry-Based Multiplex Analysis of the Activity of Small GTPases,False
32854500,fluorescence calibration flow cytometry,fluorescence calibration,7,44624,3.1 Synthesis of Glutathione Beads,False
32854500,fluorescence calibration flow cytometry,fluorescence calibration,8,44625,3.2 Production of a Cleared Cell Lysate,False
32854500,fluorescence calibration flow cytometry,fluorescence calibration,9,44626,3.3 Molecular Assembly of GST Effector Proteins on Glutathione Beads,False
32854500,fluorescence calibration flow cytometry,fluorescence calibration,10,44627,3.4 Assay Runtime,False
34740201,visceral nerve computational modeling,visceral,1,7973,"Prevalence and risk factors associated with Leishmania infection in Trang Province, southern Thailand",False
34740201,visceral nerve computational modeling,visceral,2,17393,Wet-lab identification of Leishmania donovani antigens detected by human IgG1,False
34740201,visceral nerve computational modeling,visceral,3,37432,A randomized clinical trial of exenatide onT2D,False
34740201,visceral nerve computational modeling,visceral,4,51532,Modeling acute visceral pain in adult zebrafish,False
34740201,visceral nerve computational modeling,visceral,5,62194,Cholera Toxin Subunit B (CTB) Retrograde tracing from the mouse colon and bladder wall.,False
34740201,visceral nerve computational modeling,visceral,6,62200,Mapping dichotomising colon and bladder sensory afferent neurons and terminals and if they undergo structural plasticity post-colitis.,False
34740201,visceral nerve computational modeling,visceral,7,62203,Mouse model of post-colitis (DNBS) chronic visceral hypersensitivity.,False
34740201,visceral nerve computational modeling,visceral,8,62272,Dorsal Root Ganglia stimulation-block colorectal afferents,False
34740201,visceral nerve computational modeling,visceral,9,65218,Use of cholera toxin subunit B to label neural projections to major pelvic ganglia,False
34740201,visceral nerve computational modeling,visceral,10,67170,Protocol for vagus nerve stimulation in anesthetized pigs (subject-1),False
31855083,AAV genome sequencing,AAV genome,1,108805,Absolute quantification of AAV genomes from total DNA with digital droplet PCR (ddPCR),False
34462260,SUMOylation beta cell,SUMOylation,1,315616,Expression and Purification of Rice SUMOylation machinery,False
34462260,SUMOylation beta cell,SUMOylation,2,120928,Sumoylation and desumoylation assays for a chromatin-remodelling complex in vivo and in vitro,False
42524695,single-cell transcriptomics latent factor,single-cell transcriptomics,1,117865,Preparation of Mouse Kidney for Spatial and Single-Cell Transcriptomics,False
42524695,single-cell transcriptomics latent factor,single-cell transcriptomics,2,119202,Ligation sequencing V14 —single-cell transcriptomics with 5&#39; cDNA prepared using 10XGenomics on PromethION(SQK-LSK114),False
36360315,vitamin K systems genetics,vitamin K,1,82305,Characterization of the VKORC1 and CYP2C9 genotypes,False
36360315,vitamin K systems genetics,vitamin K,2,87249,Characterization of the VKORC1 -1639G&gt;A (rs9923231) polymorphism-associated genotypes,False
36360315,vitamin K systems genetics,vitamin K,3,109509,Staining Experiment and Sorting of 293F Cells,False
36360315,vitamin K systems genetics,vitamin K,4,235092,GAM modified supplemented with vitamin K1,False
38902223,histone variant plasma cell,histone variant,1,40949,Bench top CUT&RUN with antibodies-online™ CUT&RUN Sets,False
38902223,histone variant plasma cell,histone variant,2,122197,Antibody-guided Chromatin Tagmentation (ACT-seq),False
34457243,SARS-CoV-2 whole genome sequencing,SARS-CoV-2 whole genome sequencing,1,45027,SARS-CoV-2 Whole Genome Sequencing on Illumina - Tiling PCR,False
34457243,SARS-CoV-2 whole genome sequencing,SARS-CoV-2 whole genome sequencing,2,46297,SARS-CoV-2 Whole Genome Sequencing on Illumina ,False
34457243,SARS-CoV-2 whole genome sequencing,SARS-CoV-2 whole genome sequencing,3,49308,  VIRUSHUNTER™   ARTIC SARS-CoV-2 Whole Genome Sequencing Assay,False
34457243,SARS-CoV-2 whole genome sequencing,SARS-CoV-2 whole genome sequencing,4,72183,Evaluation of miniaturized Illumina DNA preparation protocols for SARS-CoV-2 whole genome sequencing protocol,False
39777783,archaeal virus metagenomics,archaeal,1,17579,Run Prodigal using iMicrobe,False
39777783,archaeal virus metagenomics,archaeal,2,41583,Bacterial 16S-V4V5 rRNA amplification  for NGS Illumina sequencing (Metabarcoding),False
39777783,archaeal virus metagenomics,archaeal,3,83293,Quick and dirty sequencing microbial genome extraction v1,False
39777783,archaeal virus metagenomics,archaeal,4,84589,HMW gDNA extraction from prokaryotic cultures and cryo preservation stocks,False
39777783,archaeal virus metagenomics,archaeal,5,118654,Multi-round smHCR-FISH for archaea,False
39777783,archaeal virus metagenomics,archaeal,6,118972,Multi-round smHCR-FISH for archaea,False
39777783,archaeal virus metagenomics,archaeal,7,121469,"CloVR-ITS: Automated ITS amplicon sequence analysis pipeline for fungal microbiota analysis– standard operating procedure, version 1.0",False
39777783,archaeal virus metagenomics,archaeal,8,125390,Workflow for  F420-based fluorescence-activated cell sorting (FACS) of sedimentary microbes,False
36149401,LRRK2 Rab phosphorylation,LRRK2,1,319255,Nigerian LRRK2 G2019S family - protocols,False
36149401,LRRK2 Rab phosphorylation,LRRK2,2,43283,Dundee neutrophil isolation protocol (from whole blood),False
36149401,LRRK2 Rab phosphorylation,LRRK2,3,43287,Dundee peripheral blood mononuclear cell (PBMC) isolation protocol (from whole blood),False
36149401,LRRK2 Rab phosphorylation,LRRK2,4,43690,Analysis of Primary Cilia in Rodent Brain By Immunofluorescence Microscopy,False
36149401,LRRK2 Rab phosphorylation,LRRK2,5,44465,Reconstituting LRRK2RCKW on Microtubules for cryo-EM studies,False
36149401,LRRK2 Rab phosphorylation,LRRK2,6,44969,LRRK2RCKW   single molecule kinesin motility assays,False
36149401,LRRK2 Rab phosphorylation,LRRK2,7,46831,Preparation of LRRK2 RCKW trimer cryo-EM grids,False
36149401,LRRK2 Rab phosphorylation,LRRK2,8,46832,Preparation of LRRK2 RCKW cryo-EM grids,False
36149401,LRRK2 Rab phosphorylation,LRRK2,9,87461,Quantitative Immunoblotting Analysis of LRRK2 Signalling Pathway,False
36149401,LRRK2 Rab phosphorylation,LRRK2,10,49715,Assay for quantifying PPM1H phosphatase activity towards LRRK2 phosphorylated Rab proteins and peptides using the Malachite Green method,False
37425958,endosomal trafficking pheochromocytoma,endosomal trafficking,1,5347,"Protocols  from Yao CK et al. (2017) ""Flower Ca2+ channel in CME and ADBE""",False
37425958,endosomal trafficking pheochromocytoma,endosomal trafficking,2,316450,TaqMan SNP Genotyping for VAPB variants p.P56S and p.T46I.,False
42539119,C. elegans photoreceptor,C. elegans,1,317464,High-throughput Larval Development Assay (HTLDA),False
42539119,C. elegans photoreceptor,C. elegans,2,1546,Direct delivery CRISPR-HDR editing protocol for C. elegans,False
42539119,C. elegans photoreceptor,C. elegans,3,1726,Seamless editing of the C. elegans genome using CRISPR/Cas9,False
42539119,C. elegans photoreceptor,C. elegans,4,13913,High-throughput assessment of changes in the Caenorhabditis elegans gut microbiome,False
42539119,C. elegans photoreceptor,C. elegans,5,16424,Swarming assay (high number),False
42539119,C. elegans photoreceptor,C. elegans,6,18187,fluorescence aggregation imaging,False
42539119,C. elegans photoreceptor,C. elegans,7,18147,bright field standard swarming imaging,False
42539119,C. elegans photoreceptor,C. elegans,8,18153,bright field big patch swarming imaging,False
42539119,C. elegans photoreceptor,C. elegans,9,18154,bright field pheromone imaging,False
42539119,C. elegans photoreceptor,C. elegans,10,18350,Using fluorescent beads to measure feeding rate in C. elegans,False
30862831,circulating microRNA biofluid qPCR,circulating microRNA,1,13242,Quantification of circulating microRNA using TaqMan Low Density Array (TLDA),False
30862831,circulating microRNA biofluid qPCR,circulating microRNA,2,13286,Quantification of circulating microRNA using droplet digital PCR,False
30862831,circulating microRNA biofluid qPCR,circulating microRNA,3,13318,Quantification of circulating microRNA using single TaqMan assays,False
30862831,circulating microRNA biofluid qPCR,circulating microRNA,4,21973,Participants’ recruitment and samples collection,False
30862831,circulating microRNA biofluid qPCR,circulating microRNA,5,21975,Selection of a “housekeeping” miRNA to normalize qRT-PCR data,False
30862831,circulating microRNA biofluid qPCR,circulating microRNA,6,31453,"Association between circulating microRNA-122, microRNA-126-3p and microRNA-146a and inflammatory markers in patients with pre-diabetes and type 2 diabetes mellitus",False
30862831,circulating microRNA biofluid qPCR,circulating microRNA,7,57620,Quantification of Isolated Circulating MicroRNAs using Qiagen LNA Panels,False
38863673,splicing neoantigen tumor,splicing,1,7447,In silico analysis of DNA variants,False
38863673,splicing neoantigen tumor,splicing,2,11534,Alternative Splicing Analysis,True
38863673,splicing neoantigen tumor,splicing,3,11690,"Protocol to accompany paper entitled ""Alternative splicing of helicase-like transcription factor (Hltf): Intron retention-dependent activation of immune tolerance at the feto-maternal interface""",False
38863673,splicing neoantigen tumor,splicing,4,20452,Addition of RNA sequins to sample for RNA sequencing.,False
38863673,splicing neoantigen tumor,splicing,5,28026,Tn5 Library Prep for Deep Sequencing Loci of CRISPR/Cas9 Edited Cells. Single gene specific primer amplification (UDiTaS protocol with alterations),False
38863673,splicing neoantigen tumor,splicing,6,90506,Testing ER stress induction in Cultured Induced Neurons via measuring ATF4 protein level or XBP-1 mRNA splicing,False
38863673,splicing neoantigen tumor,splicing,7,120907,An alternatively spliced isoform of t(8;21) transcript promotes leukemogenesis,False
38863673,splicing neoantigen tumor,splicing,8,121930,Alternative splicing analysis of RNA-seq data using SAJR,False
38863673,splicing neoantigen tumor,splicing,9,122272,"Detection of aberrant events in RNA sequencing data
",False
38863673,splicing neoantigen tumor,splicing,10,122573,"Generation of cell lines for the exon-specific isoform expression reporter system (EXSISERS)
",False
34616066,single-cell transcriptomics brain,single-cell transcriptomics,1,117865,Preparation of Mouse Kidney for Spatial and Single-Cell Transcriptomics,False
34616066,single-cell transcriptomics brain,single-cell transcriptomics,2,119202,Ligation sequencing V14 —single-cell transcriptomics with 5&#39; cDNA prepared using 10XGenomics on PromethION(SQK-LSK114),False
26320937,extracellular RNA isolation,extracellular RNA isolation,1,121620,Isolation of extracellular vesicle RNA from bile,False
26320937,extracellular RNA isolation,extracellular RNA isolation,2,121622,Isolation of extracellular vesicle RNA from serum,True
26320937,extracellular RNA isolation,extracellular RNA isolation,3,121729,Extracellular RNA isolation using the SeraMir Kit,False
28650476,yeast two-hybrid sequencing,yeast two-hybrid,1,18389,Protein interaction analysis of KaiC3 with various Kai homologs via yeast two-hybrid experiments (β-Galactosidase Assay),False
28650476,yeast two-hybrid sequencing,yeast two-hybrid,2,18542,Protein interaction analysis of KaiC3 with various Kai homologs via yeast two-hybrid experiments (Growth Assay),False
28650476,yeast two-hybrid sequencing,yeast two-hybrid,3,88439,A scalable multiplexed Yeast-two Hybrid (mY2H) assay for protein-to-protein interaction (PPIs) screening,False
28650476,yeast two-hybrid sequencing,yeast two-hybrid,4,121061,Smart-pool-array protocol for a yeast two-hybrid array,False
28650476,yeast two-hybrid sequencing,yeast two-hybrid,5,121906,CrY2H-seq interactome screening,True
28650476,yeast two-hybrid sequencing,yeast two-hybrid,6,220608,Generation and High-Throughput Sequencing Validation of DINO-SL Based cDNA Libraries for Yeast Two-Hybrid Assays,False
28650476,yeast two-hybrid sequencing,yeast two-hybrid,7,234213,E3 decoy library high-throughput yeast two-hybrid screening assay,False
28650476,yeast two-hybrid sequencing,yeast two-hybrid,8,235072,semi-quantitivate Yeast Two-Hybrid (sqY2H),False
36045295,monoterpene indole alkaloid yeast,monoterpene,1,114884,"Estimation of total Terpenoids concentration in plant tissues using a monoterpene, Linalool as standard reagent.",False
36555794,RT-qPCR SARS-CoV-2 variants,RT-qPCR,1,227361,Optimized Protocol for the Amplification and Viral Titration of Dengue Virus Serotypes 1–4 (DENV1–4) / Protocolo optimizado para la amplificación y titulación de los virus del dengue serotipos 1–4 (DENV1–4),False
36555794,RT-qPCR SARS-CoV-2 variants,RT-qPCR,2,320048,Workflow for Detection of Foot-and-Mouth Disease Virus (FMDV) and Lumpy Skin Disease Virus (LSDV) in Clinical and Environmental Samples,False
36555794,RT-qPCR SARS-CoV-2 variants,RT-qPCR,3,7166,WetLab-2 RT-qPCR procedure,False
36555794,RT-qPCR SARS-CoV-2 variants,RT-qPCR,4,9010,First strand cDNA synthesis,False
36555794,RT-qPCR SARS-CoV-2 variants,RT-qPCR,5,9179,VLP RT-qPCR,False
36555794,RT-qPCR SARS-CoV-2 variants,RT-qPCR,6,12807,Rat ACTB one-step RT-qPCR,False
36555794,RT-qPCR SARS-CoV-2 variants,RT-qPCR,7,12808,Human GAPDH RT-qPCR,False
36555794,RT-qPCR SARS-CoV-2 variants,RT-qPCR,8,16372,How to Setup and Perform a qPCR Experiment.,False
36555794,RT-qPCR SARS-CoV-2 variants,RT-qPCR,9,21691,First strand cDNA synthesis (ThermoScientific RevertAid),False
36555794,RT-qPCR SARS-CoV-2 variants,RT-qPCR,10,21863,Rabbit calicivirus capsid Taqman RT-qPCR,False
38819130,wastewater genomic surveillance,wastewater genomic,1,321062,Multi-pathogen detection & quantification using digital PCR,False
38819130,wastewater genomic surveillance,wastewater genomic,2,107675,Processing wastewater samples for bacterial & viral targets enrichment ,False
38819130,wastewater genomic surveillance,wastewater genomic,3,217828,Clarification of wastewater samples,False
40880479,microglial synaptic pruning,microglial,1,43523,Isolation and Phenotyping of Adult Mouse Microglial Cells,False
40880479,microglial synaptic pruning,microglial,2,57955,Primary microglial culture,False
40880479,microglial synaptic pruning,microglial,3,93109,Microglia validation by FACS-analysis,False
40880479,microglial synaptic pruning,microglial,4,93764,Nuclei Isolation from human cortical tissue for enrichment of endothelial and microglial cells,False
40880479,microglial synaptic pruning,microglial,5,121392,FACS of acutely isolated mouse microglia,False
40880479,microglial synaptic pruning,microglial,6,121592,Microglial Sholl Analysis,False
40880479,microglial synaptic pruning,microglial,7,124989,Single-Nucleus Microglial Enrichment from Frozen Brain Tissue,False
40880479,microglial synaptic pruning,microglial,8,220423,Generation of iPSC-derived Microglia,False
40880479,microglial synaptic pruning,microglial,9,230699,Immunostaining ,False
40880479,microglial synaptic pruning,microglial,10,234321,Differentiation of Induced Pluripotent Stem Cells (iPSCs) into Microglia-like cells (iMG),False
40875780,mosquito saliva IgE ELISA,mosquito saliva,1,35797,Dissociation of Anopheles sp midgut into single-cell suspension for scRNAseq,False
30804551,CAR-T cell engineering,CAR-T cell,1,160850,Precision-Cut Tumor Tissue Slices as a Tool to Study the Tumor Microenvironment Interactions with Chimeric Antigen Receptor (CAR) T Cells,False
36824594,amphibian genome assembly,amphibian genome,1,33631,Protocols for the draft genome assembly of the eastern banjo frog Limnodynastes dumerilii dumerilii,False
29901420,hybridoma conditioned medium,hybridoma,1,322007,Mouse Immunization Protocol Using Aqueous Adjuvants,False
29901420,hybridoma conditioned medium,hybridoma,2,3254,Optimized Concentrations for Developmental Studies Hybridoma Bank and Custom Antibodies for use with Drosophila Embryos - HeLa Cell Additions,False
29901420,hybridoma conditioned medium,hybridoma,3,55491,Mitochondrial Antigen Presentation in RAW macrophages,False
29901420,hybridoma conditioned medium,hybridoma,4,81623,Generating rabbit rAbs from heterohybridomas,False
29901420,hybridoma conditioned medium,hybridoma,5,86722,IgG sequencing of rat hybridoma,False
29901420,hybridoma conditioned medium,hybridoma,6,101940,Mitochondrial Antigen Presentation (MitAP) to 2CZ CD8+ T cell hybridoma,False
29901420,hybridoma conditioned medium,hybridoma,7,123103,"A consensus platform for antibody characterization
",False
29901420,hybridoma conditioned medium,hybridoma,8,109230,Antibody screening by WB (Timing - 2 Days),False
29901420,hybridoma conditioned medium,hybridoma,9,109329,Antibody screening by IP (Timing - 3 days),False
29901420,hybridoma conditioned medium,hybridoma,10,109332,Antibody screening by IF (Timing - 2 d),False
34658337,LRRK2 cilia striatum,LRRK2,1,319255,Nigerian LRRK2 G2019S family - protocols,False
34658337,LRRK2 cilia striatum,LRRK2,2,43283,Dundee neutrophil isolation protocol (from whole blood),False
34658337,LRRK2 cilia striatum,LRRK2,3,43287,Dundee peripheral blood mononuclear cell (PBMC) isolation protocol (from whole blood),False
34658337,LRRK2 cilia striatum,LRRK2,4,43690,Analysis of Primary Cilia in Rodent Brain By Immunofluorescence Microscopy,True
34658337,LRRK2 cilia striatum,LRRK2,5,44465,Reconstituting LRRK2RCKW on Microtubules for cryo-EM studies,False
34658337,LRRK2 cilia striatum,LRRK2,6,44969,LRRK2RCKW   single molecule kinesin motility assays,False
34658337,LRRK2 cilia striatum,LRRK2,7,46831,Preparation of LRRK2 RCKW trimer cryo-EM grids,False
34658337,LRRK2 cilia striatum,LRRK2,8,46832,Preparation of LRRK2 RCKW cryo-EM grids,False
34658337,LRRK2 cilia striatum,LRRK2,9,87461,Quantitative Immunoblotting Analysis of LRRK2 Signalling Pathway,False
34658337,LRRK2 cilia striatum,LRRK2,10,49715,Assay for quantifying PPM1H phosphatase activity towards LRRK2 phosphorylated Rab proteins and peptides using the Malachite Green method,False
41559478,HCN channel primate neurons,HCN,1,2987,OmniPrep™ For High Quality Genomic DNA Extraction From Body Fluids,False
41559478,HCN channel primate neurons,HCN,2,5230,Transformation,False
41559478,HCN channel primate neurons,HCN,3,20631,Cassava Root Sampling for Cyanide Analysis,False
41559478,HCN channel primate neurons,HCN,4,20729,Determination of Total Hydrogen Cyanide Levels in Fresh Cassava Roots using the picrate paper method,False
41559478,HCN channel primate neurons,HCN,5,22679,Hydrogen cyanide determination in cassava leaves using the picrate paper method,False
41559478,HCN channel primate neurons,HCN,6,39851,Concentration of viruses from wastewater influent using organic flocculation (PEG),False
41559478,HCN channel primate neurons,HCN,7,43947,Analysis of Breast Cancer Cell Invasion Using an Organotypic Culture System,False
41559478,HCN channel primate neurons,HCN,8,48388,immunoblotting (JMS protocol),False
41559478,HCN channel primate neurons,HCN,9,64427,Light sheet Sample Processing - Mouse Brain,False
41559478,HCN channel primate neurons,HCN,10,80811,Evaluating Collaboratory Cultures,False
38273288,DNA methylation deconvolution brain,DNA methylation,1,319390,"HRM - High‑Resolution Melting analysis for SNP genotyping, indel detection and CRISPR screening",False
38273288,DNA methylation deconvolution brain,DNA methylation,2,319117,Cardiac Tissue-Specific Cell-Free DNA Methylation Profiling for Preclinical Detection of Hereditary ATTR Cardiomyopathy (hATTR-CM),False
38273288,DNA methylation deconvolution brain,DNA methylation,3,318902,Direct enzymatic fragmentation of genomic DNA with NEBNext UltraShear for use with Illumina 5-Base DNA Library Prep without post-shearing cleanup,False
38273288,DNA methylation deconvolution brain,DNA methylation,4,319842,Apple Leaf Field Collection Protocol for Enzymatic Methyl-seq,False
38273288,DNA methylation deconvolution brain,DNA methylation,5,12288,MethylC-seq using EZ DNA Methylation-Gold Bisulfite and Accel-NGS DNA Library Kits,False
38273288,DNA methylation deconvolution brain,DNA methylation,6,13879,"Integrated analysis of DNA methylation profiling and gene expression profiling identifies novel markers in lung cancer in Xuanwei, China",False
38273288,DNA methylation deconvolution brain,DNA methylation,7,14725,DNA Methylation Signatures Predict HIV Prognosis and Mortality,False
38273288,DNA methylation deconvolution brain,DNA methylation,8,20431,Machine learning approach yields epigenetic biomarkers of food allergy: A novel 13-gene signature to diagnose clinical reactivity,False
38273288,DNA methylation deconvolution brain,DNA methylation,9,24874,scNMT-seq,False
38273288,DNA methylation deconvolution brain,DNA methylation,10,48755,Multiplexed scNOMe-seq protocol based on isolated single nuclei,False
34447628,wastewater surveillance SARS-CoV-2,wastewater surveillance,1,47349,"One-Step RT-qPCR for SARS-CoV-2 Wastewater Surveillance: N1, PMMoV, BCoV, SOC, CrAssphage, Bacteroides rRNA, 18S rRNA ",False
34447628,wastewater surveillance SARS-CoV-2,wastewater surveillance,2,44614,Automated high throughput viral concentration from wastewater using the KingFisher Flex platform,False
34447628,wastewater surveillance SARS-CoV-2,wastewater surveillance,3,70982,"Protocol for Safe, Affordable, and Reproducible Isolation of SARS-CoV-2 RNA from Wastewater",False
34447628,wastewater surveillance SARS-CoV-2,wastewater surveillance,4,47381,High-throughput Wastewater SARS-CoV-2 Detection Pipeline,False
34447628,wastewater surveillance SARS-CoV-2,wastewater surveillance,5,55692,High Throughput RNA Extraction and PCR Inhibitor Removal of Settled Solids for Wastewater Surveillance of SARS-CoV-2 RNA,True
34447628,wastewater surveillance SARS-CoV-2,wastewater surveillance,6,61803,"High Throughput SARS-COV-2, PMMOV, and BCoV quantification in settled solids using digital RT-PCR",False
34447628,wastewater surveillance SARS-CoV-2,wastewater surveillance,7,49246,Moore Swab Methods for Concentrating and Detecting Salmonella Typhi and Salmonella Paratyphi A in Environmental Wastewater Samples,False
34447628,wastewater surveillance SARS-CoV-2,wastewater surveillance,8,76242,"Quantification of various SARS-CoV-2 variant mutations (characteristic of Alpha, Beta, Gamma, Delta, Omicron and Omicron sublineages) in settled solids using digital RT-PCR",False
34447628,wastewater surveillance SARS-CoV-2,wastewater surveillance,9,52277,"Protocol for Safe, Affordable, and Reproducible Isolation of SARS-CoV-2 RNA from Wastewater",False
34447628,wastewater surveillance SARS-CoV-2,wastewater surveillance,10,52713,"A Mixed-Methods Catchment Area Modelling Approach Using Free DEMs to Inform Environmental Surveillance in Kolkata, India and Accra, Ghana",False
42367214,RNAscope immunohistochemistry brain,RNAscope,1,24359,RNAscope pretreatment optimized for fixed frozen retinas,False
42367214,RNAscope immunohistochemistry brain,RNAscope,2,30852,Quantitative analysis method of mRNA expression using dual RNA in situ hybridization by comparison with housekeeping genes,False
42367214,RNAscope immunohistochemistry brain,RNAscope,3,39786,RNA in situ hybridization on pancreatic sections using RNAscope® technology,False
42367214,RNAscope immunohistochemistry brain,RNAscope,4,48774,Fluorescent In Situ Hybridization (FISH - RNAscope) in mouse brain sections,False
42367214,RNAscope immunohistochemistry brain,RNAscope,5,56572,Dual In Situ Hybridization/Immunofluorescence,False
42367214,RNAscope immunohistochemistry brain,RNAscope,6,57433,RNAScope in situ hybridization (ISH) multiplex fluorescent protocol,False
42367214,RNAscope immunohistochemistry brain,RNAscope,7,60205,Expression of molecular markers in subpopulations of mouse stellate ganglion neurons,False
42367214,RNAscope immunohistochemistry brain,RNAscope,8,61644,RNAscope spatial transcript imaging in fresh-frozen mouse and human liver tissue,False
42367214,RNAscope immunohistochemistry brain,RNAscope,9,70223,"Dual staining for gamma delta and alpha beta T cell detection in formalin-fixed, paraffin-embedded (FFPE) pig tissues",False
42367214,RNAscope immunohistochemistry brain,RNAscope,10,70231,"Dual staining for gamma delta and alpha beta T cell detection in formalin-fixed, paraffin-embedded (FFPE) pig tissues",False
36217031,serine recombinase genome integration,serine,1,463,PhosphoSerine Western Blotting,False
36217031,serine recombinase genome integration,serine,2,893,PhosphoThreonine Western Blotting,False
36217031,serine recombinase genome integration,serine,3,37910,Thermolabile Proteinase K Typical Reaction Protocol,False
36217031,serine recombinase genome integration,serine,4,44555,Quality of Care Index (QCI),False
36217031,serine recombinase genome integration,serine,5,47622,Expression and purification of Tribolium castaneum orthologue of PINK1,False
36217031,serine recombinase genome integration,serine,6,47646,PROCEDURE TO ISOLATE AND CULTURE NEURONS FROM EMBRYONIC MOUSE CORTEX ,False
36217031,serine recombinase genome integration,serine,7,47748,PROCEDURE TO INDUCE MITOCHONDRIAL DEPOLARISATION AND LYSING OF MOUSE CORTICAL NEURONS ,False
36217031,serine recombinase genome integration,serine,8,47778,Cell-based analysis of PINK1-Parkin pathway activation in primary mouse  cortical neurons,False
36217031,serine recombinase genome integration,serine,9,67650,Collection: State-of-the-Art Analytical Methods of Viral Infections in Human Lung Organoids,False
36217031,serine recombinase genome integration,serine,10,82502,In Situ Imaging of N-Glycans by MALDI Imaging Mass Spectrometry of Formalin-Fixed Paraffin-Embedded Tissue,False
30397333,helminth comparative genomics,helminth,1,58007,"LABORATORY PROTOCOLS OF ANAEMIA TESTING USING PORTABLE HEMOCUE, MALARIA SCREENING USING RDT (HRP-2), PROCESSING OF WET PREPARATION,  KATO-KATZ  AND EXAMINATION OF STOOL SAMPLES, REPORTING OF SOIL-TRANSMITTED HELMINTHES AND FAECAL PARASITES  ",False
30397333,helminth comparative genomics,helminth,2,60019,Golden monkey fecal sampling protocol,False
30397333,helminth comparative genomics,helminth,3,80333,"Isolation of Schistosoma mansoni eggs, miracidia, and sporocysts for in vitro cultivation",False
30397333,helminth comparative genomics,helminth,4,83740,Genetic Characterization of Schistosomes,False
30397333,helminth comparative genomics,helminth,5,122011,Contamination screening of parasitic worm genome assemblies,True
30397333,helminth comparative genomics,helminth,6,122019,Kinase annotation for helminths,False
30397333,helminth comparative genomics,helminth,7,122020,"Finding set of ""core genes"" for Nematoda, Trematoda and Cestoda",False
30397333,helminth comparative genomics,helminth,8,122021,GPCR identification in parasitic worm genome assemblies,False
30397333,helminth comparative genomics,helminth,9,122022,Genomic and transcriptomic data production for helminths,True
30397333,helminth comparative genomics,helminth,10,122024,Annotating metabolic enzymes in parasitic worm proteomes,False
