pmid,target_protocol_ids,queries_issued,candidate_urls,is_hit,hit_rank
30268511,121476,"[""mammosphere assay single cell tracking MCF-7 T47D protocols.io"", ""mammosphere assay protocol sphere forming efficiency protocols.io"", ""protocols.io mammosphere breast cancer stem cell sphere forming assay ultra-low attachment"", ""site:protocols.io mammosphere OR \""sphere formation\"" OR \""mammosphere assay\"" breast cancer MCF-7""]","[""https://www.protocols.io/view/isolation-of-cancer-stem-cells-by-sphere-formation-bdt8i6rw"", ""https://www.protocols.io/view/neurosphere-protocol-a-rapid-and-detailed-method-f-823hygn"", ""https://www.protocols.io/view/mammosphere-assay-bvipn4en"", ""https://www.protocols.io/view/mammosphere-formation-assay-bfc7jiyn"", ""https://www.protocols.io/view/breast-cancer-stem-cell-mammosphere-assay-n2bvj8n6"", ""https://www.protocols.io/view/sphere-formation-assay-for-cancer-stem-cells-bw4spgwe"", ""https://www.protocols.io/view/tumorsphere-formation-assay-8epv5jn6"", ""https://www.protocols.io/view/cancer-stem-cell-sphere-assay-xjufkne"", ""https://www.protocols.io/view/mammosphere-culture-assay-for-breast-cancer-cell-l-bdz5i786"", ""https://www.protocols.io/view/single-cell-sphere-forming-efficiency-assay-bt65nrg6""]",False,
40872802,1744,"[""protocols.io Pseudomonas aeruginosa bacteriophage isolation characterization Galleria mellonella"", ""protocols.io Pbunavirus phage characterization host range genomic analysis protocol"", ""protocols.io phage isolation Pseudomonas aeruginosa lytic characterization host range"", ""protocols.io Galleria mellonella phage therapy infection model bacteriophage"", ""protocols.io bacteriophage isolation double agar overlay plaque assay one-step growth curve phage therapy""]","[""https://www.protocols.io/view/bacteriophage-propagation-and-quantification-via-t-eb8ebartf.html"", ""https://www.protocols.io/view/One-step-growth-experiments-bacteriophages-x54v9mzpg3eq/v1"", ""https://www.protocols.io/view/One-step-growth-experiments-bacteriophages-dpw5pd.html"", ""https://www.protocols.io/view/plaque-assay-t7-bacteriophage-double-agar-method-x54v95w9ql3e/v1"", ""https://www.protocols.io/view/Isolation-of-temperate-phages-by-plaque-agar-overl-dpd5i5.html"", ""https://www.protocols.io/view/One-step-growth-curves-for-Cellulophaga-phages-eqfbdtn.html"", ""https://www.protocols.io/view/determination-of-ld50-and-ld90-for-bacterial-patho-hmb8b42rx.html"", ""https://www.protocols.io/view/phage-host-range-determination-spot-assay-14egn3myl5dy/v1"", ""https://www.protocols.io/view/isolation-and-purification-of-bacteriophages-bp3mjqk6.html"", ""https://www.protocols.io/view/bacteriophage-genomic-dna-extraction-6qpvr3pr4gmk/v1""]",False,
35438621,12875|38624|54341,"[""protocols.io HMW DNA extraction filamentous fungi long-read sequencing"", ""protocols.io high molecular weight DNA extraction Aspergillus Penicillium nanopore"", ""protocols.io Apiospora Aspergillus Penicillium HMW DNA phenol-chloroform Oxford Nanopore ascomycete"", ""protocols.io \""filamentous ascomycete\"" OR \""Apiospora\"" OR \""Aspergillus westerdijkiae\"" HMW DNA extraction protocol""]","[""https://www.protocols.io/view/high-molecular-weight-dna-extraction-from-fungal-t-9g3h3yn.html"", ""https://www.protocols.io/view/high-molecular-weight-dna-extraction-from-fungal-s-n92ld8ybnv5b/v2"", ""https://www.protocols.io/view/high-molecular-weight-dna-extraction-and-small-fra-bgw5jxg6.html"", ""https://www.protocols.io/view/high-molecular-weight-dna-extraction-from-challeng-5isg4ee"", ""https://www.protocols.io/view/fungal-dna-extraction-for-nanopore-sequencing-b2vfqe3n"", ""https://www.protocols.io/view/fungal-ctab-dna-extraction-bhx8j7rw"", ""https://www.protocols.io/view/phenol-chloroform-dna-extraction-protocol-with-sds-36wgq1ej5vk5/v1"", ""https://www.protocols.io/view/sanger-tree-of-life-hmw-dna-extraction-manual-plan-261ged5k7v47/v1"", ""https://www.protocols.io/view/sanger-tree-of-life-hmw-dna-extraction-manual-plan-dm6gp3z28vzp/v1"", ""https://www.protocols.io/workspaces/high-molecular-weight-dna-extraction-from-all-kingdoms""]",True,6
28607482,121900,"[""protocols.io hPGC primordial germ cell induction SOX17 BLIMP1 WNT BMP"", ""protocols.io porcine embryo epiblast primordial germ cell specification protocol"", ""protocols.io human primordial germ cell like cells hPGCLC induction pluripotent stem cells epiblast-like"", ""protocols.io Surani Saitou primordial germ cell monkey cynomolgus gastrulation"", ""protocols.io hPGCLC specification iMeLC incipient mesoderm epiblast-like BMP4 WNT3A SOX17 BLIMP1 porcine pig embryo""]","[""https://www.protocols.io/view/specification-of-human-primordial-germ-cell-like-c-bc4uiyww"", ""https://www.protocols.io/view/induction-of-human-pgc-like-cells-hpgclcs-from-hum-bdc4i2yw"", ""https://www.protocols.io/view/human-primordial-germ-cell-like-cell-hpgclc-specif-bscrnab6"", ""https://www.protocols.io/view/generation-of-human-primordial-germ-cell-like-cell-bfamjae6"", ""https://www.protocols.io/view/hpgclc-induction-from-naive-hpscs-via-epiblast-lik-bqbdmsi6"", ""https://www.protocols.io/view/cynomolgus-monkey-embryo-culture-and-immunostaining-bskrnab6"", ""https://www.protocols.io/view/porcine-embryo-collection-and-immunofluorescence-s-bdw8i7hw"", ""https://www.protocols.io/view/immunofluorescence-staining-of-pig-embryos-bfngjmjw"", ""https://www.protocols.io/view/jax-dpc-protocol-for-mesoderm-induction-of-human-i-bp2l68bmzgqe/v1"", ""https://www.protocols.io/view/jax-dpc-protocol-for-definitive-endoderm-induction-d7tx9npn""]",False,
29641611,9528,"[""protocols.io coastal flood risk assessment nature-based adaptation oyster reef wetland restoration"", ""protocols.io coastal risk quantitative assessment green infrastructure seawall benefit cost ratio"", ""protocols.io Reguero Beck coastal flood risk Gulf Mexico nature-based adaptation protocol"", ""site:protocols.io coastal flood risk assessment oyster reef wetland restoration benefit cost"", ""protocols.io CLIMADA coastal risk nature-based solutions flood damage assessment protocol""]",[],False,
30625152,13137,"[""S. aureus USA300 RB-TnSeq genome-scale model GEM-PRO protocols.io"", ""protocols.io RB-TnSeq random barcode transposon sequencing S. aureus"", ""protocols.io exo-metabolomics S. aureus genome-scale model GEM-PRO staphylococcus"", ""protocols.io BarSeq RB-TnSeq fitness gene essentiality protocol"", ""protocols.io \""RB-TnSeq\"" OR \""BarSeq\"" OR \""exo-metabolomics\"" OR \""GEM-PRO\"" staphylococcus aureus protocol site:protocols.io""]","[""https://www.protocols.io/view/barseq-in-situ-library-preparation-and-sequencing-bdedi3a6"", ""https://www.protocols.io/view/rb-tnseq-randomly-barcoded-transposon-insertion-se-bfskjncw"", ""https://www.protocols.io/view/tnseq-transposon-insertion-sequencing-library-prep-bckuiuew"", ""https://www.protocols.io/view/genome-scale-metabolic-model-reconstruction-workfl-bpefmjbn"", ""https://www.protocols.io/view/exometabolomics-workflow-for-bacterial-culture-supe-bcmhiu4n"", ""https://www.protocols.io/view/staphylococcus-aureus-growth-and-media-preparation-bckfiwtn"", ""https://www.protocols.io/view/flux-balance-analysis-cobra-toolbox-protocol-bw4spywe"", ""https://www.protocols.io/view/transposon-mutant-library-construction-in-staphylo-bdqfi5tn"", ""https://www.protocols.io/view/nml-nebraska-transposon-mutant-library-fitness-scre-bckuiutw"", ""https://www.protocols.io/view/gem-pro-genome-scale-model-with-protein-structures-bw9pph8n""]",False,
36329019,54885,"[""FPCountR fluorescent protein calibration microplate protocols.io"", ""protocols.io fluorescent protein calibration absolute units microplate reader"", ""protocols.io FPCount full protocol complete purification site:protocols.io""]","[""https://www.protocols.io/view/fpcount-protocol-in-lysate-purification-free-proto-dm6gpw43plzp/v1"", ""https://www.protocols.io/view/fpcount-protocol-in-lysate-purification-free-proto-bzudp6s6"", ""https://www.protocols.io/view/fpcount-protocol-full-protocol-36wgq4235vk5/v1"", ""https://www.protocols.io/view/fpcount-protocol-short-protocol-261ge4qdjv47/v1"", ""https://www.protocols.io/view/fpcount-protocol-short-protocol-bzt6p6re"", ""https://www.protocols.io/view/calibration-protocol-plate-reader-fluorescence-cal-6zrhf56"", ""https://www.protocols.io/view/igem-calibration-protocol-red-fluorescent-proteins-bcdjis4n"", ""https://www.protocols.io/view/calibration-protocol-fluorescence-standard-curve-w-5n6g5he"", ""https://www.protocols.io/view/protein-purification-bzcsp2we"", ""https://www.protocols.io/view/protein-purification-for-onepot-pure-cell-free-sys-bp2l6n455gqe/v1""]",True,2
42007381,239679,"[""protocols.io intratracheal LPS acute lung injury aged mice C57BL/6J"", ""protocols.io LPS-induced ALI mouse model intratracheal instillation protocol"", ""protocols.io intratracheal LPS instillation acute lung injury mouse histopathology"", ""site:protocols.io LPS acute lung injury mouse intratracheal aged""]","[""https://www.protocols.io/view/intratracheal-lps-instillation-mouse-model-of-acut-bp2l6xp6"", ""https://www.protocols.io/view/lps-induced-acute-lung-injury-mouse-model-intratracheal-dm6gp3w6"", ""https://www.protocols.io/view/mouse-acute-lung-injury-model-intratracheal-lipopo-bvrsn76e"", ""https://www.protocols.io/view/intratracheal-instillation-in-mice-b2epqbe6"", ""https://www.protocols.io/view/lps-induced-acute-lung-injury-in-mice-aged-c57bl-6j-3byl4be6"", ""https://www.protocols.io/view/murine-model-of-lps-induced-ards-histopathology-sc-bwyppxpn"", ""https://www.protocols.io/view/intratracheal-lps-administration-to-model-acute-pu-bidlca4e"", ""https://www.protocols.io/view/lps-instillation-c57bl6j-mice-lung-injury-aging-bsdrna26"", ""https://www.protocols.io/view/acute-lung-injury-model-aged-mice-lps-intratrachea-bqfxmjpn"", ""https://www.protocols.io/view/mouse-ali-ards-model-intratracheal-lps-histopathol-6qpvr4n6""]",False,
40163522,37534,"[""protocols.io Mimulus guttatus nasutus whole-genome low-coverage sequencing hybridization"", ""protocols.io low-coverage whole genome sequencing population structure admixture wild plants"", ""protocols.io tagmentation library prep low coverage sequencing Mimulus Kelly"", ""protocols.io DNA extraction leaf tissue CTAB plant population genomics sequencing library""]","[""https://www.protocols.io/view/low-cost-tagmentation-library-prep-for-low-coverag-dk6i4zce"", ""https://www.protocols.io/view/plate-scale-tn5-based-tagmentation-library-prep-pr-4r3l2qmzpl1y/v1"", ""https://www.protocols.io/view/tn5-based-tagmentation-library-prep-protocol-high-kxygxp44wl8j/v1"", ""https://www.protocols.io/view/ctab-genomic-dna-extraction-from-arabidopsis-leaf-8epv5y2dl1bz/v3"", ""https://www.protocols.io/view/total-dna-extraction-from-plant-tissue-using-ctab-bamnic5e"", ""https://www.protocols.io/view/comparative-evaluation-of-individual-and-pooled-se-dx5u7q6w.html"", ""https://www.protocols.io/view/illumina-dna-prep-m-tagmentation-library-preparati-c678zhrw"", ""https://www.protocols.io/view/illumina-dna-prep-m-tagmentation-library-preparati-bcbnisme""]",False,
35711922,122089,"[""protocols.io circular DNA enrichment nanopore sequencing eccDNA"", ""protocols.io extrachromosomal circular DNA long-read sequencing workflow"", ""protocols.io circle-seq circular DNA enrichment exonuclease rolling circle amplification nanopore"", ""protocols.io MYCN eccDNA nanopore sequencing circular DNA enrichment plasmid mitochondrial""]","[""https://www.protocols.io/view/eccDNA-enrichment-nanopore-sequencing-circle-seq-exonuclease-rolling-circle-amplification"", ""https://www.protocols.io/view/circle-seq-extrachromosomal-circular-dna-enrichment"", ""https://www.protocols.io/view/plasmid-safe-dnase-circular-dna-enrichment-phi29-nanopore"", ""https://www.protocols.io/view/cas9-enrichment-for-nanopore-sequencing-3acgiaw"", ""https://www.protocols.io/view/cas9-enrichment-for-nanopore-sequencing-5qpvondezl4o/v3/v1"", ""https://www.protocols.io/view/generation-of-full-length-circrna-libraries-for-ox-cbs9snh6.html"", ""https://dx.doi.org/10.17504/protocols.io.rm7vzy8r4lx1/v2"", ""https://dx.doi.org/10.17504/protocols.io.8epv52m16v1b/v1"", ""https://www.protocols.io/view/eccDNA-purification-full-length-sequencing-3SEP-nanopore"", ""https://www.protocols.io/view/rolling-circle-amplification-long-read-sequencing-circular-dna""]",False,
30052755,6285,"[""MinIONQC Oxford Nanopore quality control protocol protocols.io"", ""MinION sequencing quality control library preparation protocol protocols.io"", ""protocols.io MinIONQC Schwessinger Lanfear nanopore sequencing flowcell QC"", ""protocols.io \""minion\"" \""flowcell\"" \""quality control\"" sequencing extraction library preparation site:protocols.io""]","[""https://www.protocols.io/view/rapid-transposase-based-total-dna-library-preparat-j8nlko796v5r/v2"", ""https://www.protocols.io/view/rapid-transposas-based-total-dna-library-preparati-dadm2a46.html"", ""https://www.protocols.io/view/setting-a-sequencing-run-with-a-nanopore-minion-an-cgaetsbe"", ""https://www.protocols.io/view/high-performance-protocol-for-ont-library-preparat-g3pqbymmx"", ""https://www.protocols.io/view/nanopore-amplicon-sequencing-with-r10-4-1-flow-cel-5qpvo9owbv4o/v1"", ""https://www.protocols.io/view/workflow-for-the-nucleic-acid-based-identification-bx7nprme.html"", ""https://www.protocols.io/view/workflow-for-the-nucleic-acid-based-identification-bwpepdje.html"", ""https://www.protocols.io/view/metabarcoding-minion-library-prep-using-custom-pri-bpk5mky6"", ""https://www.protocols.io/view/library-preparation-protocol-to-sequence-full-leng-6j6hcre"", ""https://www.protocols.io/view/hbv-whole-genome-sequencing-using-oxford-nanopore-d5et83en.html""]",False,
33114549,18635|39818,"[""REPSA Restriction Endonuclease Protection Selection Amplification protocol protocols.io"", ""CRP transcription factor DNA binding motif REPSA protocol protocols.io"", ""REPSA TTHB099 Thermus thermophilus Van Dyke Barrows protocols.io"", ""protocols.io Van Dyke REPSA iterative selection transcription factor Thermus thermophilus""]","[""https://www.protocols.io/view/restriction-endonuclease-protection-assays-using-i-bi5ikg4e"", ""https://www.protocols.io/view/biolayer-interferometry-for-dna-protein-interactio-bx9spr6e"", ""https://www.protocols.io/view/design-and-pcr-synthesis-of-infrared-fluorophore-l-wfjfbkn"", ""https://www.protocols.io/view/repsa-restriction-endonuclease-protection-selectio-n2bvj8n6plk5/v1"", ""https://www.protocols.io/view/iterative-selection-repsa-for-transcription-factor-bx9spr6w"", ""https://www.protocols.io/view/emsa-electrophoretic-mobility-shift-assay-for-dna-bx9spr7n"", ""https://www.protocols.io/view/protein-expression-and-purification-for-dna-bindin-bx9spr8e"", ""https://www.protocols.io/view/next-generation-sequencing-of-repsa-selected-dnas-bx9spr9w"", ""https://www.protocols.io/view/bioinformatic-motif-discovery-from-repsa-sequencin-bx9sprbn"", ""https://www.protocols.io/view/genomic-binding-site-mapping-for-thermus-thermophi-bx9sprcn""]",True,1
33970926,45989,"[""protocols.io toddler gait kinematics barefoot footwear Vicon GAITRite"", ""protocols.io pediatric gait analysis spatiotemporal kinematics barefoot shoes"", ""protocols.io gait analysis toddler infant walking barefoot footwear kinematics"", ""protocols.io \""GAITRite\"" OR \""soft soled\"" OR \""toddler gait\"" OR \""in-shoe kinematics\""""]","[""https://www.protocols.io/view/protocol-3d-gait-analysis-using-overground-approac-b2axqafn"", ""https://www.protocols.io/view/protocol-3d-gait-analysis-using-treadmill-approach-b2brqam6"", ""https://www.protocols.io/view/vicon-plug-in-gait-lower-body-kinematics-protocol-bwt3peen"", ""https://www.protocols.io/view/3d-gait-analysis-oxford-foot-model-vicon-nexus-bw7mhpn6"", ""https://www.protocols.io/view/gaitrite-walkway-spatiotemporal-gait-analysis-prot-be5ujg6w"", ""https://www.protocols.io/view/pediatric-gait-analysis-vicon-plug-in-gait-marker-bvt8n6rn"", ""https://www.protocols.io/view/clinical-gait-analysis-using-vicon-motion-capture-bw7mhpn6"", ""https://www.protocols.io/view/lower-limb-kinematics-vicon-nexus-overground-walki-bw7mhpn7"", ""https://www.protocols.io/view/barefoot-vs-shod-gait-analysis-children-spatiotem-b2n3mdge"", ""https://www.protocols.io/view/oxford-foot-model-in-shoe-marker-protocol-vicon-be5ujg6n""]",False,
32333689,24517,"[""protocols.io dental enamel strontium oxygen carbon isotope sampling protocol"", ""protocols.io TIMS IRMS enamel isotope strontium 87Sr 86Sr protocol"", ""protocols.io Kootker enamel strontium isotope multiloci sampling forensic archaeological""]","[""https://www.protocols.io/view/chromatographic-separation-of-strontium-in-archaeo-dfuq3nvw.html"", ""https://www.protocols.io/view/chromatographic-separation-of-strontium-isotopes-i-3byl42yrrvo5/v1"", ""https://www.protocols.io/view/chromatographic-separation-of-strontium-isotopes-i-37dgri6"", ""https://www.protocols.io/view/chromatographic-separation-of-strontium-in-archaeo-dfum3nu6.html"", ""https://www.protocols.io/view/chromatographic-separation-of-strontium-in-archaeo-j8nlk8d5xl5r/v1"", ""https://www.protocols.io/view/multi-proxy-sampling-protocol-for-teeth-from-archa-cuwcwxaw.html""]",True,3
39251619,2344,"[""Malassezia nucleus staining cell cycle DAPI Hoechst PI flow cytometry protocol protocols.io"", ""protocols.io Malassezia cell wall staining DNA nuclear flow cytometry"", ""protocols.io Malassezia fungal cell wall permeabilization nucleus DAPI staining yeast"", ""protocols.io yeast cell cycle PI propidium iodide flow cytometry thick cell wall fixation""]","[""https://www.protocols.io/view/Yeast-DAPI-Staining-eigbcbw"", ""https://www.protocols.io/view/propidium-iodide-cell-cycle-staining-protocol-bacyiaxw"", ""https://www.protocols.io/view/propidium-iodide-cell-cycle-staining-protocol-tm8ek9w"", ""https://www.protocols.io/view/basic-instructions-for-running-cell-cycle-analysis-14egn3xypl5d/v1"", ""https://www.protocols.io/view/flow-cytometry-assay-and-cell-staining-protocol-jtpcnmn"", ""https://www.protocols.io/view/Nuclear-Factor-Fixation-and-Permeabilization-Stain-e3bbgin"", ""https://www.protocols.io/view/dapi-reconstitution-and-viability-staining-n2bvj6oxwlk5/v1"", ""https://www.protocols.io/view/intracellular-flow-cytometry-staining-protocol-bac7iazn"", ""https://www.protocols.io/view/intracellular-flow-cytometry-staining-protocol-tknekve"", ""https://www.protocols.io/view/flow-cytometry-protocol-mgdc3s6""]",True,1
28346450,121864,"[""CLIR-MS/MS crosslinking segmentally isotope-labeled RNA protocols.io"", ""polypyrimidine tract binding protein U1 snRNP crosslinking mass spectrometry protocol protocols.io"", ""CLIR-MS RNA protein crosslinking protocol protocols.io Allain Leitner"", ""site:protocols.io \""CLIR-MS\"" OR \""crosslinking isotope labeled RNA\"" OR \""protein RNA crosslinking mass spectrometry\"" PTBP1 U1 snRNP""]",[],False,
32854500,21741|27409,"[""protocols.io flow cytometry plate reader fluorescence calibration GFP E. coli synthetic biology"", ""protocols.io fluorescence calibration flow cytometry plate reader standardization protocol"", ""protocols.io iGEM microspheres particle standard curve OD calibration E. coli constitutive promoters""]","[""https://www.protocols.io/view/calibration-protocol-plate-reader-fluorescence-cal-6zrhf56"", ""https://www.protocols.io/view/calibration-protocol-plate-reader-fluorescence-cal-x54v986dpl3e/v3"", ""https://www.protocols.io/view/igem-calibration-protocol-flow-cytometry-fluoresce-2pcgdiw"", ""https://www.protocols.io/view/calibration-protocol-particle-standard-curve-with-zgjf3un"", ""https://www.protocols.io/view/calibration-protocol-particle-standard-curve-with-5n5g5g6"", ""https://www.protocols.io/view/calibration-protocol-fluorescence-standard-curve-w-5n6g5he"", ""https://www.protocols.io/view/calibration-protocol-fluorescence-standard-curve-w-zgkf3uw"", ""https://www.protocols.io/view/calibration-protocol-plate-reader-fluorescence-cal-548g8zw"", ""https://www.protocols.io/view/igem-calibration-protocol-red-fluorescent-proteins-bcdjis4n"", ""https://www.protocols.io/view/calibration-protocol-plate-reader-abs600-od-calibr-bgy6jxze""]",True,1
34740201,19271|19927|36536,"[""ViNERS visceral nerve stimulation recording computational protocol protocols.io"", ""protocols.io rat pelvic nerve vagus nerve electrode array stimulation recording"", ""protocols.io ViNERS pelvic nerve array ECAP Keast planar electrode"", ""protocols.io \""pelvic nerve\"" \""compound action potential\"" rat planar array stimulation recording""]","[""https://www.protocols.io/view/electrophysiological-recording-of-electrically-evo-yxmvmxmp9l3p/v1"", ""https://www.protocols.io/view/recording-of-electrically-evoked-neural-activity-a-bts9neh6"", ""https://www.protocols.io/view/visceral-nerve-ensemble-recording-stimulation-vine-chfkeugm"", ""https://www.protocols.io/view/acute-stimulation-emg-and-neural-recording-from-a-dukp6uvn.html"", ""https://www.protocols.io/view/vagus-nerve-stimulation-evoked-electroneurography-kqdg35r8qv25/v1"", ""https://www.protocols.io/view/protocol-for-vagus-nerve-stimulation-in-awake-pigs-ck7nuzme.html"", ""https://www.protocols.io/view/a-simple-non-invasive-approach-to-detect-vagal-ner-bax7ifrn"", ""https://www.protocols.io/view/ex-vivo-skin-nerve-ganglion-spinal-cord-preparatio-d4nx8vfn.html"", ""https://www.protocols.io/view/protocol-for-vagus-nerve-stimulation-in-awake-pigs-ck7puzmn"", ""https://www.protocols.io/view/acute-rat-pelvic-nerve-electrophysiology-planar-ar-14egn2q1""]",True,1
31855083,16985,"[""Fast-Seq AAV genome sequencing protocol protocols.io"", ""ssAAV packaged genome NGS Tn5 transposase sequencing protocol protocols.io"", ""protocols.io \""Fast-Seq\"" AAV rAAV genome validation site:protocols.io"", ""protocols.io \""dm6gp8jo1lzp\"" OR \""utzewp6\"" AAV Fast-Seq versions forks""]","[""https://www.protocols.io/view/fast-seq-a-universal-method-for-rapid-and-inexpens-dm6gp8jo1lzp"", ""https://www.protocols.io/view/fast-seq-a-universal-method-for-rapid-and-inexpens-utzewp6"", ""https://www.protocols.io/view/fast-seq-a-universal-method-for-rapid-and-inexpens-dm6gp8jo1lzp/v1/forks"", ""https://www.protocols.io/view/aav-production-protocol-261geeopwg47/v1"", ""https://www.protocols.io/view/aav-production-and-purification-n2bvjnew5gk5/v1"", ""https://www.protocols.io/view/protocol-for-crispr-screening-by-aav-episome-seque-81wgbz4o3gpk/v1"", ""https://www.protocols.io/view/tn5-library-prep-for-deep-sequencing-loci-of-crisp-7k2hkye"", ""https://www.protocols.io/view/homemade-tn5-transposome-assembly-and-activity-eva-b62xrgfn"", ""https://www.protocols.io/view/transposon-insertion-sequencing-tn-seq-library-pre-w9sfh6e"", ""https://www.protocols.io/view/creating-a-manual-consensus-sequence-from-fastq-wi-ewov1qrbpgr2/v1/v1""]",True,2
34462260,14815|19145,"[""SENP1 beta cell insulin secretion exocytosis protocol protocols.io"", ""protocols.io islet exocytosis patch clamp capacitance GLP-1 GIP insulin secretion"", ""protocols.io MacDonald lab pancreatic islet exocytosis patch clamp capacitance SENP1 high fat diet"", ""protocols.io \""islet isolation\"" \""patch clamp\"" OR \""capacitance\"" OR \""exocytosis\"" \""insulin secretion\"" \""high fat diet\"" mouse beta cell""]","[""https://www.protocols.io/view/mouse-pancreatic-islet-isolation-sqaedse"", ""https://www.protocols.io/view/static-glucose-stimulated-insulin-secretion-gsis-p-wy4ffyw"", ""https://www.protocols.io/view/seahorse-protocol-for-islets-using-xfe24-analyzer-n2bvj63p5lk5"", ""https://www.protocols.io/view/isolation-of-human-pancreatic-islets-of-langerhans-xgsfjwe"", ""https://www.protocols.io/view/isletcore-equipment-setup-for-human-islet-isolatio-sg4ebyw"", ""https://www.protocols.io/view/human-islet-isolation-media-preparation-sfyebpw"", ""https://www.protocols.io/view/beta-cell-patch-clamp-exocytosis-capacitance-islet"", ""https://www.protocols.io/view/oral-glucose-tolerance-test-ogtt-mouse-high-fat-diet"", ""https://www.protocols.io/view/pancreatic-islet-insulin-glucagon-secretion-assay"", ""https://www.protocols.io/view/mouse-islet-dispersal-single-cell-patch-clamp""]",False,
42524695,252068,"[""protocols.io single-cell RNA sequencing transcription factor regulon metabolic flux latent factor"", ""protocols.io scRNA-seq TF activity metabolite flux multi-omics latent space"", ""protocols.io MOFA multi-omics factor analysis scRNA-seq breast cancer cell line"", ""protocols.io pySCENIC decoupleR scFEA COMPASS single cell functional analysis pipeline""]","[""https://www.protocols.io/view/mofa-multi-omics-factor-analysis-scrna-seq-transcr"", ""https://www.protocols.io/view/single-cell-rna-sequencing-scrna-seq-eq2ly3zjpgx9/v1"", ""https://www.protocols.io/view/scenic-single-cell-regulatory-network-inference-an"", ""https://www.protocols.io/view/decoupler-tf-activity-inference-scrna-seq"", ""https://www.protocols.io/view/scfea-metabolic-flux-single-cell-rna-seq"", ""https://www.protocols.io/view/single-cell-preparation-and-scrna-seq-data-analysi-dhup36vn"", ""https://www.protocols.io/view/mcscrb-seq-protocol-5qpvo4d7g4o1/v2"", ""https://www.protocols.io/view/flash-seq-protocol-kxygxzkrwv8j/v3"", ""https://www.protocols.io/view/massively-parallel-long-read-sequencing-of-single-8d9hs96"", ""https://www.protocols.io/view/nasc-seq2-protocol-cjjiukke""]",False,
36360315,46880,"[""protocols.io vitamin K systems genetics DEGs lncRNA myocardial infarction renal failure prostate cancer"", ""protocols.io differentially expressed genes variants vitamin K deficiency disease phenotypes protocol"", ""protocols.io RNA-seq DEG analysis variant calling systems genetics bioinformatics pipeline"", ""protocols.io Suravajhala RNA-seq differential expression variant calling lncRNA bioinformatics""]","[""https://www.protocols.io/view/r-scripts-for-user-friendly-deseq2-rna-seq-differe-yxmvm9rm5l3p/v1"", ""https://www.protocols.io/view/rna-seq-protocols-for-non-model-species-dcbm2sk6"", ""https://www.protocols.io/view/rna-seq-analysis-workflow-bsq3ndyn"", ""https://www.protocols.io/view/gatk-best-practices-for-variant-calling-in-rna-seq-bckuiuwe"", ""https://www.protocols.io/view/variant-calling-from-rna-seq-data-bpxpmpn6"", ""https://www.protocols.io/view/differential-gene-expression-analysis-using-deseq2-bfz3jp8n"", ""https://www.protocols.io/view/lncrna-identification-and-analysis-pipeline-bdwsi7ee"", ""https://www.protocols.io/view/bioinformatics-pipeline-for-rna-seq-analysis-bkypkxwn"", ""https://www.protocols.io/view/systems-genetics-rna-seq-deg-and-variant-analysis-bvb9n2r6"", ""https://www.protocols.io/view/rna-seq-based-snp-variant-calling-pipeline-bpxjmpn6""]",False,
38902223,122074,"[""H3.3 histone plasma cell differentiation protocol protocols.io"", ""protocols.io B cell plasma cell differentiation chromatin ATAC-seq CUT&TAG H3.3"", ""protocols.io ATAC-seq CUT&TAG B cell plasma cell differentiation Kyushu University Ohkawa"", ""protocols.io \""plasma cell\"" OR \""B cell differentiation\"" ATAC-seq ChIP-seq histone variant H3.3"", ""protocols.io Ohkawa Harada CUT&TAG ATAC-seq chromatin B cell immunology Kyushu""]","[""https://www.protocols.io/view/bench-top-cut-amp-tag-kqdg34qdpl25/v1"", ""https://www.protocols.io/view/cut-amp-tag-direct-for-whole-cells-with-cutac-dsz66f9e"", ""https://www.protocols.io/view/atac-seq-protocol-dtab6ian"", ""https://www.protocols.io/view/cut-amp-tag-direct-with-cutac-bmbfk2jn"", ""https://www.protocols.io/view/single-cell-cut-and-tag-on-10x-genomics-platform-bqbnmsme"", ""https://www.protocols.io/view/single-cell-cut-amp-tag-pro-b2b7qarn"", ""https://www.protocols.io/view/it-scatac-seq-d4wy8xfw"", ""https://www.protocols.io/view/sci-atac-seq3-be8mjhu6"", ""https://www.protocols.io/view/cut-amp-tag-direct-with-cutac-bmbfk2jn"", ""https://www.protocols.io/view/cut-amp-tag-direct-for-whole-cells-with-cutac-dsz66f9e""]",False,
