pmid,boolean_query,rank,result_pmid,result_title
34552577,"(""mycobacteria"" OR ""Mycobacterium"" OR ""Mycobacterium abscessus"" OR ""Mycobacterium marinum"" OR ""non-tuberculous mycobacteria"" OR ""NTM"" OR ""tuberculosis"") AND (""fungi"" OR ""fungal"" OR ""fungal extract"" OR ""fungal isolate"" OR ""filamentous fungi"" OR ""endophyte"" OR ""endophytic fungi"") AND (""antimycobacterial"" OR ""anti-mycobacterial"" OR ""antitubercular"" OR ""anti-tuberculosis"" OR ""antibacterial activity"" OR ""antimicrobial activity"" OR ""bioactive compound"" OR ""natural product"") AND (""bioluminescence"" OR ""luminescence"" OR ""screening"" OR ""medium-throughput"" OR ""high-throughput"" OR ""drug discovery"" OR ""bioassay"") AND (""linoleic acid"" OR ""chemical extraction"" OR ""fractionation"" OR ""secondary metabolite"" OR ""novel compound"")",9,26669098,Polyketides from an Endophytic Aspergillus fumigatus Isolate Inhibit the Growth of Mycobacterium tuberculosis and MRSA.
34552577,"(""mycobacteria"" OR ""Mycobacterium"" OR ""Mycobacterium abscessus"" OR ""Mycobacterium marinum"" OR ""non-tuberculous mycobacteria"" OR ""NTM"" OR ""tuberculosis"") AND (""fungi"" OR ""fungal"" OR ""fungal extract"" OR ""fungal isolate"" OR ""filamentous fungi"" OR ""endophyte"" OR ""endophytic fungi"") AND (""antimycobacterial"" OR ""anti-mycobacterial"" OR ""antitubercular"" OR ""anti-tuberculosis"" OR ""antibacterial activity"" OR ""antimicrobial activity"" OR ""bioactive compound"" OR ""natural product"") AND (""bioluminescence"" OR ""luminescence"" OR ""screening"" OR ""medium-throughput"" OR ""high-throughput"" OR ""drug discovery"" OR ""bioassay"") AND (""linoleic acid"" OR ""chemical extraction"" OR ""fractionation"" OR ""secondary metabolite"" OR ""novel compound"")",10,14669252,Evaluation of the antimicrobial property of Polyalthia longifolia var. pendula: isolation of a lactone as the active antibacterial agent from the ethanol extract of the stem.
31077316,"(""peacock"" OR ""Pavo cristatus"" OR ""peafowl"") AND (""genome assembly"" OR ""genome sequencing"" OR ""de novo assembly"") AND (""Oxford Nanopore"" OR ""ONT"" OR ""long-read sequencing"" OR ""nanopore sequencing"" OR ""hybrid assembly"") AND (""Illumina"" OR ""short-read sequencing"" OR ""next-generation sequencing"") AND (""scaffold"" OR ""contig"" OR ""N50"" OR ""genome annotation"" OR ""repetitive sequences"" OR ""protein-coding genes"")",1,31077316,De novo assembly of the Indian blue peacock (Pavo cristatus) genome using Oxford Nanopore technology and Illumina sequencing.
31077316,"(""peacock"" OR ""Pavo cristatus"" OR ""peafowl"") AND (""genome assembly"" OR ""genome sequencing"" OR ""de novo assembly"") AND (""Oxford Nanopore"" OR ""ONT"" OR ""long-read sequencing"" OR ""nanopore sequencing"" OR ""hybrid assembly"") AND (""Illumina"" OR ""short-read sequencing"" OR ""next-generation sequencing"") AND (""scaffold"" OR ""contig"" OR ""N50"" OR ""genome annotation"" OR ""repetitive sequences"" OR ""protein-coding genes"")",2,28348876,Comparison of bacterial genome assembly software for MinION data and their applicability to medical microbiology.
38388166,"(""Klebsiella pneumoniae"" OR ""Klebsiella"" OR ""Klebsiella quasipneumoniae"") AND (""turkey"" OR ""broiler"" OR ""poultry"" OR ""avian"") AND (""metagenomics"" OR ""shotgun metagenomic"" OR ""metagenomic sequencing"" OR ""whole genome sequencing"" OR ""qPCR"" OR ""quantitative PCR"" OR ""culturing"" OR ""culture-based"") AND (""abundance"" OR ""quantification"" OR ""detection"" OR ""prevalence"") AND (""microbiome"" OR ""gut microbiota"" OR ""flock"" OR ""cecum"" OR ""cloacal"")",1,35230155,Metagenomic Insights into Chicken Gut Antibiotic Resistomes and Microbiomes.
38388166,"(""Klebsiella pneumoniae"" OR ""Klebsiella"" OR ""Klebsiella quasipneumoniae"") AND (""turkey"" OR ""broiler"" OR ""poultry"" OR ""avian"") AND (""metagenomics"" OR ""shotgun metagenomic"" OR ""metagenomic sequencing"" OR ""whole genome sequencing"" OR ""qPCR"" OR ""quantitative PCR"" OR ""culturing"" OR ""culture-based"") AND (""abundance"" OR ""quantification"" OR ""detection"" OR ""prevalence"") AND (""microbiome"" OR ""gut microbiota"" OR ""flock"" OR ""cecum"" OR ""cloacal"")",2,38388166,Detection of Klebsiella pneumoniae in healthy poultry: Insights and perspectives from culturing and metagenomics.
38388166,"(""Klebsiella pneumoniae"" OR ""Klebsiella"" OR ""Klebsiella quasipneumoniae"") AND (""turkey"" OR ""broiler"" OR ""poultry"" OR ""avian"") AND (""metagenomics"" OR ""shotgun metagenomic"" OR ""metagenomic sequencing"" OR ""whole genome sequencing"" OR ""qPCR"" OR ""quantitative PCR"" OR ""culturing"" OR ""culture-based"") AND (""abundance"" OR ""quantification"" OR ""detection"" OR ""prevalence"") AND (""microbiome"" OR ""gut microbiota"" OR ""flock"" OR ""cecum"" OR ""cloacal"")",3,36972753,Emergence of blaSHV-12 and qnrS1 encoded on IncX3 plasmids: Changing epidemiology of extended-spectrum ß-lactamases among Enterobacterales isolated from broilers.
38388166,"(""Klebsiella pneumoniae"" OR ""Klebsiella"" OR ""Klebsiella quasipneumoniae"") AND (""turkey"" OR ""broiler"" OR ""poultry"" OR ""avian"") AND (""metagenomics"" OR ""shotgun metagenomic"" OR ""metagenomic sequencing"" OR ""whole genome sequencing"" OR ""qPCR"" OR ""quantitative PCR"" OR ""culturing"" OR ""culture-based"") AND (""abundance"" OR ""quantification"" OR ""detection"" OR ""prevalence"") AND (""microbiome"" OR ""gut microbiota"" OR ""flock"" OR ""cecum"" OR ""cloacal"")",4,29439741,Antibiotic-mediated changes in the fecal microbiome of broiler chickens define the incidence of antibiotic resistance genes.
38388166,"(""Klebsiella pneumoniae"" OR ""Klebsiella"" OR ""Klebsiella quasipneumoniae"") AND (""turkey"" OR ""broiler"" OR ""poultry"" OR ""avian"") AND (""metagenomics"" OR ""shotgun metagenomic"" OR ""metagenomic sequencing"" OR ""whole genome sequencing"" OR ""qPCR"" OR ""quantitative PCR"" OR ""culturing"" OR ""culture-based"") AND (""abundance"" OR ""quantification"" OR ""detection"" OR ""prevalence"") AND (""microbiome"" OR ""gut microbiota"" OR ""flock"" OR ""cecum"" OR ""cloacal"")",5,40774043,Importance of chick origin in introducing multidrug-resistant and extended-spectrum beta-lactamase-producing Enterobacteriaceae into an organic broiler farm.
37829276,"(""Xenacoelomorpha"" OR ""Nemertodermatida"" OR ""Acoelomorpha"" OR ""Nemertoderma"") AND (""genome sequencing"" OR ""genome assembly"" OR ""genomics"" OR ""whole genome"") AND (""single specimen"" OR ""single individual"" OR ""ultra-low input"" OR ""low input DNA"" OR ""HiFi"" OR ""PacBio"") AND (""comparative genomics"" OR ""genome evolution"" OR ""BUSCO"" OR ""genome completeness"" OR ""annotation"")",1,37829276,The draft genome of the microscopic Nemertoderma westbladi sheds light on the evolution of Acoelomorpha genomes.
37829276,"(""Xenacoelomorpha"" OR ""Nemertodermatida"" OR ""Acoelomorpha"" OR ""Nemertoderma"") AND (""genome sequencing"" OR ""genome assembly"" OR ""genomics"" OR ""whole genome"") AND (""single specimen"" OR ""single individual"" OR ""ultra-low input"" OR ""low input DNA"" OR ""HiFi"" OR ""PacBio"") AND (""comparative genomics"" OR ""genome evolution"" OR ""BUSCO"" OR ""genome completeness"" OR ""annotation"")",2,36542495,"Genome assembly of the acoel flatworm Symsagittifera roscoffensis, a model for research on body plan evolution and photosymbiosis."
30268511,"(""mammosphere assay"" OR ""mammosphere formation"" OR ""tumorsphere assay"" OR ""tumor sphere"" OR ""cancer stem cell sphere"") AND (""breast cancer"" OR ""breast tumor"" OR ""MCF-7"" OR ""T47D"") AND (""sphere-forming efficiency"" OR ""sphere forming efficiency"" OR ""single cell tracking"" OR ""cell seeding density"" OR ""stem-like cells"" OR ""cancer stem cells"") AND (""aggregation"" OR ""clonal"" OR ""protocol"" OR ""standardization"" OR ""optimization"")",1,22225725,Breast-cancer stem cells-beyond semantics.
30268511,"(""mammosphere assay"" OR ""mammosphere formation"" OR ""tumorsphere assay"" OR ""tumor sphere"" OR ""cancer stem cell sphere"") AND (""breast cancer"" OR ""breast tumor"" OR ""MCF-7"" OR ""T47D"") AND (""sphere-forming efficiency"" OR ""sphere forming efficiency"" OR ""single cell tracking"" OR ""cell seeding density"" OR ""stem-like cells"" OR ""cancer stem cells"") AND (""aggregation"" OR ""clonal"" OR ""protocol"" OR ""standardization"" OR ""optimization"")",2,26820950,Breast Cancer Stem Cell Isolation.
30268511,"(""mammosphere assay"" OR ""mammosphere formation"" OR ""tumorsphere assay"" OR ""tumor sphere"" OR ""cancer stem cell sphere"") AND (""breast cancer"" OR ""breast tumor"" OR ""MCF-7"" OR ""T47D"") AND (""sphere-forming efficiency"" OR ""sphere forming efficiency"" OR ""single cell tracking"" OR ""cell seeding density"" OR ""stem-like cells"" OR ""cancer stem cells"") AND (""aggregation"" OR ""clonal"" OR ""protocol"" OR ""standardization"" OR ""optimization"")",3,15378086,Cancer stem cells in nervous system tumors.
30268511,"(""mammosphere assay"" OR ""mammosphere formation"" OR ""tumorsphere assay"" OR ""tumor sphere"" OR ""cancer stem cell sphere"") AND (""breast cancer"" OR ""breast tumor"" OR ""MCF-7"" OR ""T47D"") AND (""sphere-forming efficiency"" OR ""sphere forming efficiency"" OR ""single cell tracking"" OR ""cell seeding density"" OR ""stem-like cells"" OR ""cancer stem cells"") AND (""aggregation"" OR ""clonal"" OR ""protocol"" OR ""standardization"" OR ""optimization"")",4,33547369,Lipid tethering of breast tumor cells reduces cell aggregation during mammosphere formation.
30268511,"(""mammosphere assay"" OR ""mammosphere formation"" OR ""tumorsphere assay"" OR ""tumor sphere"" OR ""cancer stem cell sphere"") AND (""breast cancer"" OR ""breast tumor"" OR ""MCF-7"" OR ""T47D"") AND (""sphere-forming efficiency"" OR ""sphere forming efficiency"" OR ""single cell tracking"" OR ""cell seeding density"" OR ""stem-like cells"" OR ""cancer stem cells"") AND (""aggregation"" OR ""clonal"" OR ""protocol"" OR ""standardization"" OR ""optimization"")",5,32176214,Obtaining Cancer Stem Cell Spheres from Gynecological and Breast Cancer Tumors.
30268511,"(""mammosphere assay"" OR ""mammosphere formation"" OR ""tumorsphere assay"" OR ""tumor sphere"" OR ""cancer stem cell sphere"") AND (""breast cancer"" OR ""breast tumor"" OR ""MCF-7"" OR ""T47D"") AND (""sphere-forming efficiency"" OR ""sphere forming efficiency"" OR ""single cell tracking"" OR ""cell seeding density"" OR ""stem-like cells"" OR ""cancer stem cells"") AND (""aggregation"" OR ""clonal"" OR ""protocol"" OR ""standardization"" OR ""optimization"")",6,41838736,Mammosphere Assay Reveals Api5-Induced Stemness in Non-Tumorigenic Breast Epithelial Cell Lines.
30268511,"(""mammosphere assay"" OR ""mammosphere formation"" OR ""tumorsphere assay"" OR ""tumor sphere"" OR ""cancer stem cell sphere"") AND (""breast cancer"" OR ""breast tumor"" OR ""MCF-7"" OR ""T47D"") AND (""sphere-forming efficiency"" OR ""sphere forming efficiency"" OR ""single cell tracking"" OR ""cell seeding density"" OR ""stem-like cells"" OR ""cancer stem cells"") AND (""aggregation"" OR ""clonal"" OR ""protocol"" OR ""standardization"" OR ""optimization"")",7,39939870,Rack1 promotes breast cancer stemness properties and tumorigenesis through the E2F1-SOX2 axis.
30268511,"(""mammosphere assay"" OR ""mammosphere formation"" OR ""tumorsphere assay"" OR ""tumor sphere"" OR ""cancer stem cell sphere"") AND (""breast cancer"" OR ""breast tumor"" OR ""MCF-7"" OR ""T47D"") AND (""sphere-forming efficiency"" OR ""sphere forming efficiency"" OR ""single cell tracking"" OR ""cell seeding density"" OR ""stem-like cells"" OR ""cancer stem cells"") AND (""aggregation"" OR ""clonal"" OR ""protocol"" OR ""standardization"" OR ""optimization"")",8,27292795,High-Throughput Single-Cell Derived Sphere Formation for Cancer Stem-Like Cell Identification and Analysis.
30268511,"(""mammosphere assay"" OR ""mammosphere formation"" OR ""tumorsphere assay"" OR ""tumor sphere"" OR ""cancer stem cell sphere"") AND (""breast cancer"" OR ""breast tumor"" OR ""MCF-7"" OR ""T47D"") AND (""sphere-forming efficiency"" OR ""sphere forming efficiency"" OR ""single cell tracking"" OR ""cell seeding density"" OR ""stem-like cells"" OR ""cancer stem cells"") AND (""aggregation"" OR ""clonal"" OR ""protocol"" OR ""standardization"" OR ""optimization"")",9,32570844,Caudatin Isolated from Cynanchum auriculatum Inhibits Breast Cancer Stem Cell Formation via a GR/YAP Signaling.
30268511,"(""mammosphere assay"" OR ""mammosphere formation"" OR ""tumorsphere assay"" OR ""tumor sphere"" OR ""cancer stem cell sphere"") AND (""breast cancer"" OR ""breast tumor"" OR ""MCF-7"" OR ""T47D"") AND (""sphere-forming efficiency"" OR ""sphere forming efficiency"" OR ""single cell tracking"" OR ""cell seeding density"" OR ""stem-like cells"" OR ""cancer stem cells"") AND (""aggregation"" OR ""clonal"" OR ""protocol"" OR ""standardization"" OR ""optimization"")",10,30268511,Single-Cell Tracking of Breast Cancer Cells Enables Prediction of Sphere Formation from Early Cell Divisions.
40872802,"(""bacteriophage"" OR ""phage"" OR ""phages"") AND (""Pseudomonas aeruginosa"") AND (""phage therapy"" OR ""bacteriophage therapy"" OR ""phage therapeutics"") AND (""multidrug-resistant"" OR ""antibiotic-resistant"" OR ""MDR"" OR ""antimicrobial resistance"") AND (""Pbunavirus"" OR ""Lindbergviridae"" OR ""lytic phage"" OR ""lytic bacteriophage"") AND (""Galleria mellonella"" OR ""in vivo"" OR ""infection model"" OR ""animal model"") AND (""host range"" OR ""genomic analysis"" OR ""genome"" OR ""phylogenomic"" OR ""whole genome"")",1,37125933,Isolation and Characterization of Three Pseudomonas aeruginosa Viruses with Therapeutic Potential.
40872802,"(""bacteriophage"" OR ""phage"" OR ""phages"") AND (""Pseudomonas aeruginosa"") AND (""phage therapy"" OR ""bacteriophage therapy"" OR ""phage therapeutics"") AND (""multidrug-resistant"" OR ""antibiotic-resistant"" OR ""MDR"" OR ""antimicrobial resistance"") AND (""Pbunavirus"" OR ""Lindbergviridae"" OR ""lytic phage"" OR ""lytic bacteriophage"") AND (""Galleria mellonella"" OR ""in vivo"" OR ""infection model"" OR ""animal model"") AND (""host range"" OR ""genomic analysis"" OR ""genome"" OR ""phylogenomic"" OR ""whole genome"")",2,40872802,Pseudomonas Phage Banzai: Genomic and Functional Analysis of Novel Pbunavirus with Lytic Activity Against Pseudomonas aeruginosa.
40872802,"(""bacteriophage"" OR ""phage"" OR ""phages"") AND (""Pseudomonas aeruginosa"") AND (""phage therapy"" OR ""bacteriophage therapy"" OR ""phage therapeutics"") AND (""multidrug-resistant"" OR ""antibiotic-resistant"" OR ""MDR"" OR ""antimicrobial resistance"") AND (""Pbunavirus"" OR ""Lindbergviridae"" OR ""lytic phage"" OR ""lytic bacteriophage"") AND (""Galleria mellonella"" OR ""in vivo"" OR ""infection model"" OR ""animal model"") AND (""host range"" OR ""genomic analysis"" OR ""genome"" OR ""phylogenomic"" OR ""whole genome"")",3,38298921,Resistance against two lytic phage variants attenuates virulence and antibiotic resistance in Pseudomonas aeruginosa.
40872802,"(""bacteriophage"" OR ""phage"" OR ""phages"") AND (""Pseudomonas aeruginosa"") AND (""phage therapy"" OR ""bacteriophage therapy"" OR ""phage therapeutics"") AND (""multidrug-resistant"" OR ""antibiotic-resistant"" OR ""MDR"" OR ""antimicrobial resistance"") AND (""Pbunavirus"" OR ""Lindbergviridae"" OR ""lytic phage"" OR ""lytic bacteriophage"") AND (""Galleria mellonella"" OR ""in vivo"" OR ""infection model"" OR ""animal model"") AND (""host range"" OR ""genomic analysis"" OR ""genome"" OR ""phylogenomic"" OR ""whole genome"")",4,38089014,Coevolutionary phage training and Joint application delays the emergence of phage resistance in Pseudomonas aeruginosa.
40872802,"(""bacteriophage"" OR ""phage"" OR ""phages"") AND (""Pseudomonas aeruginosa"") AND (""phage therapy"" OR ""bacteriophage therapy"" OR ""phage therapeutics"") AND (""multidrug-resistant"" OR ""antibiotic-resistant"" OR ""MDR"" OR ""antimicrobial resistance"") AND (""Pbunavirus"" OR ""Lindbergviridae"" OR ""lytic phage"" OR ""lytic bacteriophage"") AND (""Galleria mellonella"" OR ""in vivo"" OR ""infection model"" OR ""animal model"") AND (""host range"" OR ""genomic analysis"" OR ""genome"" OR ""phylogenomic"" OR ""whole genome"")",5,41879899,"Characterization, genomic insights and anti-biofilm potential of phage vB_PaeM_PKMS3, a lytic Pbunavirus capable of infecting clinical Pseudomonas aeruginosa isolates."
40872802,"(""bacteriophage"" OR ""phage"" OR ""phages"") AND (""Pseudomonas aeruginosa"") AND (""phage therapy"" OR ""bacteriophage therapy"" OR ""phage therapeutics"") AND (""multidrug-resistant"" OR ""antibiotic-resistant"" OR ""MDR"" OR ""antimicrobial resistance"") AND (""Pbunavirus"" OR ""Lindbergviridae"" OR ""lytic phage"" OR ""lytic bacteriophage"") AND (""Galleria mellonella"" OR ""in vivo"" OR ""infection model"" OR ""animal model"") AND (""host range"" OR ""genomic analysis"" OR ""genome"" OR ""phylogenomic"" OR ""whole genome"")",6,39262041,Formulation of Dual-Functional Nonionic Cetomacrogol Creams Incorporated with Bacteriophage and Human Platelet Lysate for Effective Targeting of MDR P. aeruginosa and Enhanced Wound Healing.
40872802,"(""bacteriophage"" OR ""phage"" OR ""phages"") AND (""Pseudomonas aeruginosa"") AND (""phage therapy"" OR ""bacteriophage therapy"" OR ""phage therapeutics"") AND (""multidrug-resistant"" OR ""antibiotic-resistant"" OR ""MDR"" OR ""antimicrobial resistance"") AND (""Pbunavirus"" OR ""Lindbergviridae"" OR ""lytic phage"" OR ""lytic bacteriophage"") AND (""Galleria mellonella"" OR ""in vivo"" OR ""infection model"" OR ""animal model"") AND (""host range"" OR ""genomic analysis"" OR ""genome"" OR ""phylogenomic"" OR ""whole genome"")",7,40508147,Phage-Antibiotic Synergy Enhances Biofilm Eradication and Survival in a Zebrafish Model of Pseudomonas aeruginosa Infection.
40872802,"(""bacteriophage"" OR ""phage"" OR ""phages"") AND (""Pseudomonas aeruginosa"") AND (""phage therapy"" OR ""bacteriophage therapy"" OR ""phage therapeutics"") AND (""multidrug-resistant"" OR ""antibiotic-resistant"" OR ""MDR"" OR ""antimicrobial resistance"") AND (""Pbunavirus"" OR ""Lindbergviridae"" OR ""lytic phage"" OR ""lytic bacteriophage"") AND (""Galleria mellonella"" OR ""in vivo"" OR ""infection model"" OR ""animal model"") AND (""host range"" OR ""genomic analysis"" OR ""genome"" OR ""phylogenomic"" OR ""whole genome"")",8,37608144,A novel lytic phage exhibiting a remarkable in vivo therapeutic potential and higher antibiofilm activity against Pseudomonas aeruginosa.
40872802,"(""bacteriophage"" OR ""phage"" OR ""phages"") AND (""Pseudomonas aeruginosa"") AND (""phage therapy"" OR ""bacteriophage therapy"" OR ""phage therapeutics"") AND (""multidrug-resistant"" OR ""antibiotic-resistant"" OR ""MDR"" OR ""antimicrobial resistance"") AND (""Pbunavirus"" OR ""Lindbergviridae"" OR ""lytic phage"" OR ""lytic bacteriophage"") AND (""Galleria mellonella"" OR ""in vivo"" OR ""infection model"" OR ""animal model"") AND (""host range"" OR ""genomic analysis"" OR ""genome"" OR ""phylogenomic"" OR ""whole genome"")",9,40588032,"vB_PaeP_PZH3, a novel bacteriophage for the treatment of MDR Pseudomonas aeruginosa in a mouse wound infection model."
40872802,"(""bacteriophage"" OR ""phage"" OR ""phages"") AND (""Pseudomonas aeruginosa"") AND (""phage therapy"" OR ""bacteriophage therapy"" OR ""phage therapeutics"") AND (""multidrug-resistant"" OR ""antibiotic-resistant"" OR ""MDR"" OR ""antimicrobial resistance"") AND (""Pbunavirus"" OR ""Lindbergviridae"" OR ""lytic phage"" OR ""lytic bacteriophage"") AND (""Galleria mellonella"" OR ""in vivo"" OR ""infection model"" OR ""animal model"") AND (""host range"" OR ""genomic analysis"" OR ""genome"" OR ""phylogenomic"" OR ""whole genome"")",10,40142404,"Isolation, Characterization, and Genomic Analysis of Bacteriophages Against Pseudomonas aeruginosa Clinical Isolates from Early and Chronic Cystic Fibrosis Patients for Potential Phage Therapy."
35438621,"(""high molecular weight DNA"" OR ""HMW DNA"" OR ""DNA extraction"" OR ""DNA isolation"") AND (""long-read sequencing"" OR ""third generation sequencing"" OR ""nanopore"" OR ""PacBio"" OR ""SMRT sequencing"" OR ""Oxford Nanopore"") AND (""fungi"" OR ""fungal"" OR ""filamentous fungi"" OR ""ascomycetes"" OR ""Aspergillus"" OR ""Penicillium"") AND (""genome assembly"" OR ""whole genome sequencing"" OR ""de novo assembly"" OR ""genome sequencing"")",1,42627185,Random PCR-based nanopore whole-genome sequencing enables pre-positivity detection of fungal bloodstream infections.
35438621,"(""high molecular weight DNA"" OR ""HMW DNA"" OR ""DNA extraction"" OR ""DNA isolation"") AND (""long-read sequencing"" OR ""third generation sequencing"" OR ""nanopore"" OR ""PacBio"" OR ""SMRT sequencing"" OR ""Oxford Nanopore"") AND (""fungi"" OR ""fungal"" OR ""filamentous fungi"" OR ""ascomycetes"" OR ""Aspergillus"" OR ""Penicillium"") AND (""genome assembly"" OR ""whole genome sequencing"" OR ""de novo assembly"" OR ""genome sequencing"")",2,34686973,Isolation of High-Molecular-Weight (HMW ) DNA from Fusarium oxysporum for Long-Read Sequencing.
35438621,"(""high molecular weight DNA"" OR ""HMW DNA"" OR ""DNA extraction"" OR ""DNA isolation"") AND (""long-read sequencing"" OR ""third generation sequencing"" OR ""nanopore"" OR ""PacBio"" OR ""SMRT sequencing"" OR ""Oxford Nanopore"") AND (""fungi"" OR ""fungal"" OR ""filamentous fungi"" OR ""ascomycetes"" OR ""Aspergillus"" OR ""Penicillium"") AND (""genome assembly"" OR ""whole genome sequencing"" OR ""de novo assembly"" OR ""genome sequencing"")",3,33193577,High-Quality Genome Assembly of Fusarium oxysporum f. sp. lini.
35438621,"(""high molecular weight DNA"" OR ""HMW DNA"" OR ""DNA extraction"" OR ""DNA isolation"") AND (""long-read sequencing"" OR ""third generation sequencing"" OR ""nanopore"" OR ""PacBio"" OR ""SMRT sequencing"" OR ""Oxford Nanopore"") AND (""fungi"" OR ""fungal"" OR ""filamentous fungi"" OR ""ascomycetes"" OR ""Aspergillus"" OR ""Penicillium"") AND (""genome assembly"" OR ""whole genome sequencing"" OR ""de novo assembly"" OR ""genome sequencing"")",4,34264958,"High-molecular weight DNA extraction, clean-up and size selection for long-read sequencing."
35438621,"(""high molecular weight DNA"" OR ""HMW DNA"" OR ""DNA extraction"" OR ""DNA isolation"") AND (""long-read sequencing"" OR ""third generation sequencing"" OR ""nanopore"" OR ""PacBio"" OR ""SMRT sequencing"" OR ""Oxford Nanopore"") AND (""fungi"" OR ""fungal"" OR ""filamentous fungi"" OR ""ascomycetes"" OR ""Aspergillus"" OR ""Penicillium"") AND (""genome assembly"" OR ""whole genome sequencing"" OR ""de novo assembly"" OR ""genome sequencing"")",5,35082361,Metagenomic sequencing for detection and identification of the boxwood blight pathogen Calonectria pseudonaviculata.
35438621,"(""high molecular weight DNA"" OR ""HMW DNA"" OR ""DNA extraction"" OR ""DNA isolation"") AND (""long-read sequencing"" OR ""third generation sequencing"" OR ""nanopore"" OR ""PacBio"" OR ""SMRT sequencing"" OR ""Oxford Nanopore"") AND (""fungi"" OR ""fungal"" OR ""filamentous fungi"" OR ""ascomycetes"" OR ""Aspergillus"" OR ""Penicillium"") AND (""genome assembly"" OR ""whole genome sequencing"" OR ""de novo assembly"" OR ""genome sequencing"")",6,36520390,"Tissue Cultivation, Preparation, and Extraction of High Molecular Weight DNA for Single-Molecule Genome Sequencing of Plant-Associated Fungi."
35438621,"(""high molecular weight DNA"" OR ""HMW DNA"" OR ""DNA extraction"" OR ""DNA isolation"") AND (""long-read sequencing"" OR ""third generation sequencing"" OR ""nanopore"" OR ""PacBio"" OR ""SMRT sequencing"" OR ""Oxford Nanopore"") AND (""fungi"" OR ""fungal"" OR ""filamentous fungi"" OR ""ascomycetes"" OR ""Aspergillus"" OR ""Penicillium"") AND (""genome assembly"" OR ""whole genome sequencing"" OR ""de novo assembly"" OR ""genome sequencing"")",7,35438621,High molecular weight DNA extraction methods lead to high quality filamentous ascomycete fungal genome assemblies using Oxford Nanopore sequencing.
35438621,"(""high molecular weight DNA"" OR ""HMW DNA"" OR ""DNA extraction"" OR ""DNA isolation"") AND (""long-read sequencing"" OR ""third generation sequencing"" OR ""nanopore"" OR ""PacBio"" OR ""SMRT sequencing"" OR ""Oxford Nanopore"") AND (""fungi"" OR ""fungal"" OR ""filamentous fungi"" OR ""ascomycetes"" OR ""Aspergillus"" OR ""Penicillium"") AND (""genome assembly"" OR ""whole genome sequencing"" OR ""de novo assembly"" OR ""genome sequencing"")",8,39432409,Applying nanopore sequencing technology in Paracoccidioides sp.: a high-quality DNA isolation method for next-generation genomic studies.
35438621,"(""high molecular weight DNA"" OR ""HMW DNA"" OR ""DNA extraction"" OR ""DNA isolation"") AND (""long-read sequencing"" OR ""third generation sequencing"" OR ""nanopore"" OR ""PacBio"" OR ""SMRT sequencing"" OR ""Oxford Nanopore"") AND (""fungi"" OR ""fungal"" OR ""filamentous fungi"" OR ""ascomycetes"" OR ""Aspergillus"" OR ""Penicillium"") AND (""genome assembly"" OR ""whole genome sequencing"" OR ""de novo assembly"" OR ""genome sequencing"")",9,28448006,Purification of High Molecular Weight Genomic DNA from Powdery Mildew for Long-Read Sequencing.
35438621,"(""high molecular weight DNA"" OR ""HMW DNA"" OR ""DNA extraction"" OR ""DNA isolation"") AND (""long-read sequencing"" OR ""third generation sequencing"" OR ""nanopore"" OR ""PacBio"" OR ""SMRT sequencing"" OR ""Oxford Nanopore"") AND (""fungi"" OR ""fungal"" OR ""filamentous fungi"" OR ""ascomycetes"" OR ""Aspergillus"" OR ""Penicillium"") AND (""genome assembly"" OR ""whole genome sequencing"" OR ""de novo assembly"" OR ""genome sequencing"")",10,26620247,Robust and effective methodologies for cryopreservation and DNA extraction from anaerobic gut fungi.
28607482,"(""primordial germ cell"" OR ""PGC"" OR ""germ cell specification"") AND (""porcine"" OR ""pig"" OR ""human"" OR ""monkey"" OR ""primate"") AND (""epiblast"" OR ""gastrulation"" OR ""post-implantation"") AND (""SOX17"" OR ""BLIMP1"" OR ""PRDM1"") AND (""BMP signalling"" OR ""WNT signalling"" OR ""BMP pathway"" OR ""WNT pathway"") AND (""epigenetic"" OR ""pluripotency"" OR ""germ cell fate"")",1,28607482,Principles of early human development and germ cell program from conserved model systems.
29641611,"(""nature-based solutions"" OR ""green infrastructure"" OR ""natural infrastructure"" OR ""ecosystem-based adaptation"" OR ""nature-based adaptation"") AND (""coastal flood"" OR ""coastal flooding"" OR ""flood risk"" OR ""coastal risk"") AND (""cost-benefit"" OR ""benefit-cost"" OR ""cost effectiveness"" OR ""cost-effective"") AND (""oyster reef"" OR ""wetland restoration"" OR ""mangrove"" OR ""salt marsh"" OR ""reef restoration"" OR ""coastal wetland"") AND (""climate change"" OR ""sea level rise"" OR ""storm surge"") AND (""adaptation"" OR ""risk reduction"" OR ""coastal protection"")",1,41557806,Mangrove restoration and coastal flood adaptation: A global perspective on the potential for hybrid coastal defenses.
